原表序号,名称,位置,收录状态,合并后编号,审核说明,免费/付费,是否可过夜,是否可用卡式炉,是否有厕所,是否可开车直达,特色亮点,清洗后描述,原表完整描述,笔记1,笔记1关联,笔记2,笔记2关联,笔记3,笔记3关联,笔记1点赞,笔记1收藏,笔记1评论,总互动量,实拍图1,图片1审核,实拍图2,图片2审核,实拍图3,图片3审核,实拍图4,图片4审核,实拍图5,图片5审核,实拍图6,图片6审核,实拍图7,图片7审核,实拍图8,图片8审核,实拍图9,图片9审核
148,听潮音乐营地（萧山溯溪露营地）,杭州萧山（市区出发30min）,已合并,C198,同地点合并，逐字段采用通过检查的主数据,付费（团建定制）,未知,是（自助烧烤BBQ）,未知,是（市区出发30min直达）,可徒步,听潮音乐营地（萧山溯溪露营地）。小众。可以徒步。,听潮音乐营地（萧山溯溪露营地）。小众。可以徒步,https://www.xiaohongshu.com/explore/69bd31fd00000000280083c3,地点关联待核,https://www.xiaohongshu.com/explore/668a1ff0000000001f006cc1,地点关联待核,https://www.xiaohongshu.com/explore/67f64c90000000001c016aed,地点关联待核,1055,148,48,1473,https://img01.yzcdn.cn/upload_files/2026/09/22/lv-GqAUXfJvpeSnNiA5nQ_iAGbOC.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FqoHi9Wq6-s38Tk__tZ08UnkCZnq.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ll3Mz5LXTay9NlkXY3DznirNO7gi.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/Fl7JQyGgQiF-fGTvbrO_87StpTEM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpMIwDE2N0peZ2bMQZn9j7uS6qa5.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FiNsAXK0HMhoPiiEAafM_ExdWUAm.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lkXYU1NvPmuFPcDbj27KMhH_AYT2.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FjSwgNY45OV9fEvsJjCDaavOciub.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/08/FpyzJEW3eNVR4GdxC8hVcyo3oNzy.png,exclude
149,在山野·亚运村露营基地,杭州萧山·亚运村,已合并,C195,同地点合并，逐字段采用通过检查的主数据,免费,未知,是,未知,是,森林、可烧烤,"在山野·亚运村露营基地。小众, 环境安静。可以烧烤。","在山野·亚运村露营基地。小众, 环境安静。可以烧烤",https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/68d731b100000000120227cf,地点关联已检查,https://www.xiaohongshu.com/explore/646ce28f0000000013013884,地点关联待核,717,156,19,1471,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k831vf2efojjq2g49dk6am71cpqt7lnok0?imageView2/2/w/576/format/webp/q/87%7CimageMogr2/strip&redImage/frame/0&ap=5&sc=SRH_PRV&sign=25d46ede4b80b200acec741fad274d70&t=6a32052e&origin=0,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lgadCzNIoJSseHpsDD8tlpZFwwqD.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpOMXvD-QjvlMfqTbiZcXDFNfMVE.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FthHiD7nCKeoIW2gK-jv2fkapfe3.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ll3dfpF4wJRtx0YdRNB0v-kGg87J.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lsnQcnknyaKWvUhwJ0-qKOZrEd4I.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FurecVStYPJ_GvUr2uQlSE7MIQpN.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/Fu7NzWkNgr1csWkLg-CpK4LQ_CXy.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lkgwNxaMH9iWnyTv_Jck-uUAtZRg.png,exclude
150,良渚美丽洲,杭州余杭·良渚,待核,,来源配图混入美丽洲堂教堂，与公园营地身份混淆；待核清具体露营区域后再展示。,免费,是,是,未知,是,水库、大草坪、树林、可烧烤、可钓鱼、可玩水、适合亲子、可带宠物,"良渚美丽洲。适合拍照。可以钓鱼, 可以烧烤, 可以玩水。","良渚美丽洲。适合拍照。可以钓鱼, 可以烧烤, 可以玩水",https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/64b6a0c1000000001e01b44d,地点关联待核,https://www.xiaohongshu.com/explore/690b503400000000030101f8,地点关联待核,798,167,25,1443,https://img01.yzcdn.cn/upload_files/2026/09/14/FkMgAPA_SzqbD9KI19_6Kq5uVPXA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FlDfwl-BQTkGairqQqvWpnP9BUIA.png,exclude,,,,,,,,,,,,,,
151,湘湖湘农路露营地,杭州萧山·湘湖,已合并,C186,同地点合并，逐字段采用通过检查的主数据,免费,是,是,未知,是,湖景、大草坪、可看星空、可看日出、可看日落、沙滩、森林、可烧烤,"湘湖湘农路露营地。适合拍照。可以玩桨板, 可以骑行, 可以烧烤, 可以玩水。","湘湖湘农路露营地。适合拍照。可以玩桨板, 可以骑行, 可以烧烤, 可以玩水",https://www.xiaohongshu.com/explore/684be8710000000022036d21,地点关联已检查,https://www.xiaohongshu.com/explore/6922ac31000000001e039a85,地点关联已检查,https://www.xiaohongshu.com/explore/6a65e12f000000001302d3eb,地点关联已检查,227,256,167,1420,https://img01.yzcdn.cn/upload_files/2026/07/14/FhMi_5QPb9sESbqBjmGPy3h1SqZD.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/14/liliKJ2LT6LKD31-z5ZLXYlsmmol.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/14/ltDfNb33u_hjoWeJ7D438oGack7Z.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/14/lj1Tux_bHVeVgSdvnFGCEWMOQNxN.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/03/lhp7KW6XRDhOyExaWUmfyum5AQfl.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/03/li9KgDUwSkUq29_dN43jBTivxvTT.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/03/FgMX98T2qb_teW_pPRcJcEMvZXbA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/03/lt-P2yY8VRUooRrukdEdbt3lGDcC.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/14/lmnbdeF6jvNc4UB5zBDIWCuRrbWh.png,exclude
152,星空农庄（径山双溪）,杭州余杭·径山双溪,已合并,C156,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,湖景、大草坪、可看星空、可烧烤、可钓鱼、可路亚、可皮划艇,"星空农庄（径山双溪）。适合拍照, 环境安静, 原生态。可以钓鱼, 可以捞鱼, 可以烧烤。","星空农庄（径山双溪），位于深圳生态农庄。适合拍照, 环境安静, 原生态。可以钓鱼, 可以捞鱼, 可以烧烤",https://www.xiaohongshu.com/explore/690daf9100000000040173e5,地点关联待核,https://www.xiaohongshu.com/explore/6902d7260000000003011c99,地点关联已检查,https://www.xiaohongshu.com/explore/69e9dea10000000020003801,地点关联待核,289,239,359,1418,https://img01.yzcdn.cn/upload_files/2026/07/20/Fjh3GaaEJ-odp9VC_m7kI6hmS-dK.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/20/FjsE46IQveDnMQzN_jt3C-q92x6P.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/20/Ft6UcC7REiIiU2mv0Yh8qtc8KMj6.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/20/Fnhnc82MeF1ePDD5-gM-ssDF2WR2.png,exclude,https://img01.yzcdn.cn/upload_files/2026/06/29/FnpNnC7t9iefx3YgYeDg4XmQnjjo.png,existing,https://img01.yzcdn.cn/upload_files/2026/06/29/FqqB-t44k5esresi2IJwU3b9ldpw.png,exclude,https://img01.yzcdn.cn/upload_files/2026/06/29/FqyRDu8fSLYDOAsG7bjULdmyX6zR.png,existing,https://img01.yzcdn.cn/upload_files/2026/06/29/FuHw6TLP5zi0Xikg9Q30bPOpTrj0.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/27/llk1b5ne-_PFOQWmQMZlsgwwS_Id.png,exclude
153,鸬鸟山沟沟,杭州余杭·鸬鸟,待核,,来源主要为游览、徒步、溯溪或农场介绍，未能定位有独立露营依据的营位；本次暂缓展示，待补充地点与露营证据。,付费,是,是,未知,是,溪流、水库、大草坪、瀑布、树林、可烧烤、可钓鱼、可玩水,"鸬鸟山沟沟。适合拍照, 人少小众。可以溯溪, 可以钓鱼, 可以烧烤, 可以玩水。","鸬鸟山沟沟。适合拍照, 人少小众。可以溯溪, 可以钓鱼, 可以烧烤, 可以玩水",https://www.xiaohongshu.com/explore/698db820000000000e03e611,地点关联待核,https://www.xiaohongshu.com/explore/647b54e5000000000703a3fd,地点关联待核,https://www.xiaohongshu.com/explore/690b503400000000030101f8,地点关联待核,1003,62,7,1348,https://img01.yzcdn.cn/upload_files/2026/03/20/FmkvBlkWpzqhI-mGpKbKGkIWVSAc.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/20/FhfbTq_Vbb0q8m-G12TqNtPFSvk0.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/20/FhgbE-L-VPjNYgtFetCn6T2qrS8I.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/20/FkrmO2NFqpPFr407WobUToLFB1vw.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FkMgAPA_SzqbD9KI19_6Kq5uVPXA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FlDfwl-BQTkGairqQqvWpnP9BUIA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/20/Fk9LttNM4Zx2d4sBTY2Zq4uHvKDi.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/20/FptbWMP45dPVRE5GCd6fOdDq2cTo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/20/FrfL4scOC16GBnwdDbTD4X6ofyJ1.png,exclude
154,贝莱特庄园,杭州余杭·径山,已合并,C199,同地点合并，逐字段采用通过检查的主数据,付费,是,是,是,未知,大草坪、可看星空、森林、可烧烤、适合亲子、可带宠物、梅花,贝莱特庄园。可以烧烤。,贝莱特庄园。可以烧烤,https://www.xiaohongshu.com/explore/67f637a1000000001c01d513,地点关联已检查,https://www.xiaohongshu.com/explore/69c4d72f000000001d01f918,地点关联待核,https://www.xiaohongshu.com/explore/68ee10730000000007020812,地点关联已检查,257,241,85,1320,https://img01.yzcdn.cn/upload_files/2026/04/01/FvLCif0ZeL1zeJpdzpG0nI1njFGh.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/01/FjNKR7rf6IMyAFPig9PB1YYvCYpP.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/01/lixGvOnH1QCxnOQ9SbVFAGtIjvEY.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/01/lk4KavRgyfSmVBao_y5BwkugIM-k.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/01/Fg1N_3lyjsY6mvNAnYymQdLrhfQs.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/01/Fmh5weYkfM30l4WeJs2gUFWWZWjU.png,exclude,https://img01.yzcdn.cn/upload_files/2026/04/01/FkTRQMicP47MMmkhfTOgqWn8UelH.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FjiZ3TF2sPlJEPQUyem7bkn5egAs.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FqX9zErhNC6fb8F7yYk8WxRlvF2_.png,exclude
155,新安江白沙奇雾驻车点,云雾茶镇南侧地上停车场,已合并,C196,同地点合并，逐字段采用通过检查的主数据,免费,是,未知,是,是,水库、山顶、可玩水、可桨板、可皮划艇,建德新安江沿线的驻车地点，相关笔记介绍白沙奇雾景观及晨雾、桨板、露营行程。晨雾与江景是相关游记的主要看点，驻车入口仍需核实。,"新安江白沙奇雾驻车点，位于富阳湘溪村。小众, 环境安静。可以玩桨板, 可以玩水",https://www.xiaohongshu.com/explore/69f1f63b000000003601b2ee,地点关联待核,https://www.xiaohongshu.com/explore/6a35d108000000001c02479e,地点关联已检查,https://www.xiaohongshu.com/explore/6a1d1a39000000003700c044,地点关联已检查,299,517,33,1317,https://img01.yzcdn.cn/upload_files/2026/09/14/FqmHyep0_jwzjvCfA6sSf-xh82jF.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lhjO8LJ80SsRAAw0Q6NHNgbrbDSI.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/Fl5TYFAXw9yQNuPeVmihdyWYA4tB.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lhFyeWENOKkFfeeDXyEftc_qbzdr.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lvjAhw1byN-9FTdVs05Blf_6cbrA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FkXIGMi13Z1OndQZCIlYf8S7CpHV.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lscfqJ8NqqPqjZxPG8TaricOAZnG.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/luLpTSUUxMnkLnkEnR0tM8hyTEw5.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FhzTP0HEKARMdPXctPOhkTh_oxi2.png,exclude
156,建德夏日冬泳基地,建德新安江夏日冬泳基地,待核,,现有记录指向夏日冬泳基地，来源为多活动游记，缺少该基地独立露营依据。,付费（桨板100元/2小时）,未知,是,未知,是,大草坪、草坪、森林、可烧烤,"建德夏日冬泳基地。小众, 适合拍照。","建德夏日冬泳基地。小众, 适合拍照",https://www.xiaohongshu.com/explore/66fd82c8000000002c028394,地点关联待核,https://www.xiaohongshu.com/explore/6a23ca43000000003501cf19,地点关联待核,https://www.xiaohongshu.com/explore/68d731b100000000120227cf,地点关联待核,423,184,27,1284,https://img01.yzcdn.cn/upload_files/2026/09/22/ll5Aerejqe5g2jMC3Kk8a8BLjKQC.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lrLKAsxJTTZumoJN0Apn_ShN8Hbt.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lslFb7IK5MP47y9zGy-4OLvzO4f5.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ls0_HWjSNPCu3R-6QGl8F8zY9I5C.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/llerQFiHVp19vcfT61EthSJB7X8t.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lulVMVybeVNNI2RgzfuU5fq2RW4Y.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lrWv2e4Lklj5MmQ4EtZH4d01YTtT.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lprRbpi4Cz7YcARAzN2gbpKd0uCN.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lt-TMJDH4DxngRnsbMLhh5QhlZkH.png,exclude
157,苕溪露营野地,龙岗屋角头，往水泥路一直开到底就可以到。,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,付费,未知,是,未知,未知,河边、大草坪、可烧烤、可溯溪、适合亲子,"苕溪露营野地。环境安静。可以烧烤, 可以溯溪。","苕溪露营野地，位于龙岗屋角头，往水泥路一直开到底就可以到。。环境安静。可以烧烤, 可以溯溪",https://www.xiaohongshu.com/explore/69c4d72f000000001d01f918,地点关联待核,https://www.xiaohongshu.com/explore/69f4aa37000000001b02162f,地点关联待核,https://www.xiaohongshu.com/explore/69cb97fd00000000210045e8,地点关联待核,231,238,22,1282,https://img01.yzcdn.cn/upload_files/2026/09/14/lqHk2hiJrl9q0mrsVQYC-SyMj09d.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/ljqqpys7GT_lyaNym0oxTNII1Ywo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/loEmS3fK04g-zJE7Vuxyp1nnkwOo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lnv2aUPVcAzNOBcMaqOESMnPveSi.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/likLXN0TS9URz6i1_skjvZLKl9e-.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ltiIXReptWQqn7EYiJITKa2E_wIX.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ltYtBeUq9TYhb9P85o47E-NmgGsB.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lsI_vRJDTFe2aOYpA38ZMerijzJm.png,exclude,,
158,风之谷,杭州临安·风之谷,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,付费,是,是,未知,未知,森林、适合亲子,风之谷。,风之谷,https://www.xiaohongshu.com/explore/69c4d72f000000001d01f918,地点关联待核,https://www.xiaohongshu.com/explore/6a9d751b0000000029013f86,地点关联待核,https://www.xiaohongshu.com/explore/64be3a11000000001701b956,地点关联待核,231,238,22,1279,https://img01.yzcdn.cn/upload_files/2026/09/22/lu0mRohcWIqJWtijw5NDKmJV1hJD.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FmipSIOmwdIVGYNYZjVR1oqixJ3g.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/Fmoq023O4psmCUP5nWKGAGlJl6vz.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FtZwIRSTXAO3OX3AIyJdAhjNsLgx.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FtLT6pM0GbotOuns1xylDbo6Ws6R.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FkC3SZXEGCafezmCYh-DxY2pq9rj.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FsJArTkdhxuFjtb9SuwqTkJpPWhM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/Fs8lGEIg8JJnPDFjqH9Mfggbnykk.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/Fs1uDQLIz_KF8F3DMV7oIMrW0hLa.png,exclude
159,径山双溪/进贤村,杭州余杭·径山,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,付费,是,是,是,是,大草坪、森林、可烧烤、适合亲子,径山双溪/进贤村。小众。可以烧烤。,径山双溪/进贤村。小众。可以烧烤,https://www.xiaohongshu.com/explore/69368b92000000000d034dd3,地点关联待核,https://www.xiaohongshu.com/explore/69f4aa37000000001b02162f,地点关联待核,https://www.xiaohongshu.com/explore/68d731b100000000120227cf,地点关联待核,221,264,47,1262,https://img01.yzcdn.cn/upload_files/2026/09/14/lqHk2hiJrl9q0mrsVQYC-SyMj09d.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/ljqqpys7GT_lyaNym0oxTNII1Ywo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/loEmS3fK04g-zJE7Vuxyp1nnkwOo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lnv2aUPVcAzNOBcMaqOESMnPveSi.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/likLXN0TS9URz6i1_skjvZLKl9e-.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ltiIXReptWQqn7EYiJITKa2E_wIX.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ltYtBeUq9TYhb9P85o47E-NmgGsB.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lsI_vRJDTFe2aOYpA38ZMerijzJm.png,exclude,,
160,乌象坝&乌象大桥露营地,杭州临安,已合并,C025,同地点合并，逐字段采用通过检查的主数据,免费,是,未知,未知,是,大草坪,乌象坝&乌象大桥露营地。,乌象坝&乌象大桥露营地,https://www.xiaohongshu.com/explore/694fa7a8000000001f00c9db,地点关联已检查,https://www.xiaohongshu.com/explore/64509fb80000000027000936,地点关联待核,https://www.xiaohongshu.com/explore/68f4d795000000000301cc76,地点关联待核,371,570,27,1214,https://img01.yzcdn.cn/upload_files/2026/09/14/loiL_E3cG4P1LGgoZoQIifvv85vn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lsS3GiboLFXhlzeZQJJuW60Sa4F4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lv3R1QdPZV-8hij8dcFiKm3FlmoK.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmsJhfaxQVjwo-K6f9razTnatFvm.png,exclude,http://sns-webpic-qc.xhscdn.com/202606182056/345543d98baa3110532932adbcc8c756/1000g0082e9muj4ogo00g5oiol0e41ir7jj9a2i8!nd_dft_wlteh_webp_3,unreviewed,http://sns-webpic-qc.xhscdn.com/202606182056/b3d9424fd1b8db7d500fe91dce4c063b/1000g0082e9muj4ogo0105oiol0e41ir7q5k8lc0!nd_dft_wlteh_webp_3,unreviewed,http://sns-webpic-qc.xhscdn.com/202606182056/ed3be0647c488be5c1f3b5843f43b705/1000g0082e9muj4ogo01g5oiol0e41ir73h4ie00!nd_dft_wlteh_webp_3,unreviewed,http://sns-webpic-qc.xhscdn.com/202606182056/7bae2598524fb6d6afd76b01453d24c0/1000g0082e9muj4ogo0205oiol0e41ir7k0t84a8!nd_dft_wlteh_webp_3,unreviewed,https://img01.yzcdn.cn/upload_files/2026/07/04/Ftmw9kWcmQJYhg47hecHTib-yPro.png,exclude
161,千岛湖阳光路989停车场,杭州淳安·千岛湖,已合并,C197,同地点合并，逐字段采用通过检查的主数据,未知,是,未知,是,是,湖景、大草坪,千岛湖阳光路989停车场。适合拍照。可以骑行。,千岛湖阳光路989停车场。适合拍照。可以骑行,https://www.xiaohongshu.com/explore/68ac10c7000000001d005297,地点关联待核,https://www.xiaohongshu.com/explore/6a1e5ebe0000000008002301,地点关联已检查,https://www.xiaohongshu.com/explore/64551db0000000001303707f,地点关联待核,416,389,6,1183,http://sns-webpic-qc.xhscdn.com/202608051809/c09117ce060f4f7f9757ab4a902f0f56/1000g0082fv7hupmia01g5n1nu6b1ud2l3ppp940!nd_dft_wlteh_webp_3,unreviewed,http://sns-webpic-qc.xhscdn.com/202608051809/2ee6c941739b5c16f800ebaaefe60f83/1000g0082er8f0d0gs00g5n1nu6b1ud2lpt72a88!nd_dft_wlteh_webp_3,unreviewed,,,,,,,,,,,,,,
162,溪塔村百年古樟树,杭州余杭·溪塔村,已合并,C036,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,溪边、河边、大草坪、森林、树林、可烧烤、可钓鱼、适合亲子,"溪塔村百年古樟树。适合拍照, 环境安静, 原生态。可以钓鱼, 可以烧烤。","溪塔村百年古樟树，位于麻车头村委。适合拍照, 环境安静, 原生态。可以钓鱼, 可以烧烤。Tips: 喜欢刺激和玻璃栈道的来这里",https://www.xiaohongshu.com/explore/69eb1c120000000020000803,地点关联已检查,https://www.xiaohongshu.com/explore/69f4aa37000000001b02162f,地点关联待核,https://www.xiaohongshu.com/explore/6442904d00000000270020a1,地点关联待核,168,323,3,1182,https://img01.yzcdn.cn/upload_files/2026/09/14/lqHk2hiJrl9q0mrsVQYC-SyMj09d.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/ljqqpys7GT_lyaNym0oxTNII1Ywo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/loEmS3fK04g-zJE7Vuxyp1nnkwOo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lnv2aUPVcAzNOBcMaqOESMnPveSi.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/likLXN0TS9URz6i1_skjvZLKl9e-.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ltiIXReptWQqn7EYiJITKa2E_wIX.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ltYtBeUq9TYhb9P85o47E-NmgGsB.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lsI_vRJDTFe2aOYpA38ZMerijzJm.png,exclude,,
163,市区宝藏营地,杭州市区,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,是,是,未知,是,水库、大草坪、树林、可烧烤、可钓鱼、可玩水、适合亲子、可带宠物,"市区宝藏营地。适合拍照。可以钓鱼, 可以烧烤, 可以玩水。","市区宝藏营地。适合拍照。可以钓鱼, 可以烧烤, 可以玩水",https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/690b503400000000030101f8,地点关联待核,https://www.xiaohongshu.com/explore/6a9153dc000000002a032cc2,地点关联待核,798,167,25,1164,https://img01.yzcdn.cn/upload_files/2026/09/14/FkMgAPA_SzqbD9KI19_6Kq5uVPXA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FlDfwl-BQTkGairqQqvWpnP9BUIA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lhVE-Lw4lbPSk50X6VRQBjDFCqsk.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FoIp45QTE3iv1inVotxTi2Gqv60M.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FuFYq21p8ThSGmgqjMx5mT_uAy-8.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loYO2LQKYb5Lcif_eHjzDsLwInj-.png,exclude,,,,,,
164,考拉营地（皋亭山）,杭州拱墅区·皋亭山,已合并,C058,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,溪水、溪流、湖景、水库、大草坪、可看日出、瀑布、森林,"考拉营地（皋亭山）。小众, 环境安静, 人少小众。可以烧烤, 可以溯溪, 可以玩桨板, 可以钓鱼。","考拉营地（皋亭山）。小众, 环境安静, 人少小众。可以烧烤, 可以溯溪, 可以玩桨板, 可以钓鱼。Tips: 徒步路线相对陡峭，注意安全，多人结伴出行！",https://www.xiaohongshu.com/explore/69bbdc4f000000002301edcf,地点关联待核,https://www.xiaohongshu.com/explore/68d731b100000000120227cf,地点关联待核,https://www.xiaohongshu.com/explore/6aa7ec57000000002802bf4b,地点关联待核,198,316,17,1105,https://img01.yzcdn.cn/upload_files/2026/09/14/lmn19CROEh2PlWle3QsjMMStpPk4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lv9PvIUC1HXTuFdTHzMN4IBDcPSz.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lu6Xlh03czsl_OZ56CnOVM7sTCWO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lqTOV30LpC99f7jBQYlNqjwo7zjT.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lt-TMJDH4DxngRnsbMLhh5QhlZkH.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lqMzY9qGtoYzXWwrwz1Z-RWSElas.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liSNeXmzvbuKb8VDWsnwsJh6SDSC.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FsBPfNUYFIhbYAkP1N5CGidBOu9U.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FvREAx3pC23T_K6sbBZqyQbAIrOw.png,exclude
